gene_symbol,gs_name,source,description
Tagap,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Phactr2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cd274,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Tle3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ap1s3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Sulf2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Rassf5,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
A430093F15Rik,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cd1d1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Jak2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Rcl1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Gch1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Gsn,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cd27,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ptp4a3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Zfpm1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cd69,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Traf5,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Agfg1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Twistnb,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Hivep2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ikbke,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Atp9a,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ntmt1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Gpr18,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Apbb1ip,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Xrcc5,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Rnf19a,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Pisd,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Pecam1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Slc25a40,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Egr3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ifi47,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Inpp4b,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
2610020H08Rik,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Arhgef3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Pim3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Mtrr,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cd83,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Gpr174,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Zfp397,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
St8sia1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Slc43a2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Srsf7,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Dgka,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
F2rl1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ptger2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Smim3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Vamp2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Alcam,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Fastkd3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Chd3,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
2700097O09Rik,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Haus2,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Rsu1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Cblb,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Rrp1b,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Hvcn1,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Tmc6,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ppp1r16b,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Ptk2b,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Gart,XBP1_targets_down,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were downregulated upon IRE1a inhibition (FC>0.5 only)"
Irf9,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Dip2a,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Ubald2,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Lrp8,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Tmem131,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Golga2,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Sec22b,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Derl1,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Itpripl2,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
Pcnt,XBP1_targets_up,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0589-3#Sec31,"Targets that had Chipseq binding site for XBP1, and were upregulated upon IRE1a inhibition (FC < -0.5 only)"
